location,date,variant,num_sequences,perc_sequences,num_sequences_total
Sweden,2020-12-21,Gamma,0,0.0,173
Sweden,2020-12-21,Delta,0,0.0,173
Sweden,2020-12-21,Kappa,0,0.0,173
Sweden,2020-12-21,Epsilon,0,0.0,173
Sweden,2020-12-21,Eta,0,0.0,173
Sweden,2020-12-21,Iota,0,0.0,173
Sweden,2020-12-21,Lambda,0,0.0,173
Sweden,2020-12-21,B.1.621,0,0.0,173
Sweden,2020-12-21,S:677P.Pelican,,,173
Sweden,2020-12-21,S:677H.Robin1,,,173
Sweden,2020-12-21,others,23,13.28,173
Sweden,2020-12-21,non_who,172,99.42,173
Sweden,2021-01-04,B.1.160,54,10.17,531
Sweden,2021-01-04,B.1.620,0,0.0,531
Sweden,2021-01-04,B.1.258,210,39.55,531
Sweden,2021-01-04,B.1.221,21,3.95,531
Sweden,2021-01-04,B.1.1.302,10,1.88,531
Sweden,2021-01-04,B.1.1.277,0,0.0,531
Sweden,2021-01-04,B.1.1.519,0,0.0,531
Sweden,2021-01-04,B.1.367,0,0.0,531
Sweden,2021-01-04,B.1.177,139,26.18,531
Sweden,2021-01-04,Beta,1,0.19,531
Sweden,2021-01-04,Alpha,41,7.72,531
Sweden,2021-01-04,Gamma,0,0.0,531
Sweden,2021-01-04,Delta,0,0.0,531
Sweden,2021-01-04,Kappa,0,0.0,531
Sweden,2021-01-04,Epsilon,0,0.0,531
Sweden,2021-01-04,Eta,0,0.0,531
Sweden,2021-01-04,Iota,0,0.0,531
Sweden,2021-01-04,Lambda,0,0.0,531
